순번,모펀드,모펀드명,설정해지구분,투자비율,종류형모펀드,종류형모펀드명,종류형자펀드,종류형자펀드명,최종모펀드,종류형모펀드_k,종류형자펀드_l,최종모부재,종류형모부재,종류형자부재,실질최종모펀드,최종모펀드명
112,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,07B50,,07B54,한국투자미국배당귀족증권자투자신탁(채권혼합)(C),03V90,07B50,07B54,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
113,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,07B50,,07B55,한국투자미국배당귀족증권자투자신탁(채권혼합)(C-e),03V90,07B50,07B55,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
114,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,07B50,,07B58,한국투자미국배당귀족증권자투자신탁(채권혼합)(C-P),03V90,07B50,07B58,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
115,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,07B50,,07B59,한국투자미국배당귀족증권자투자신탁(채권혼합)(C-Pe),03V90,07B50,07B59,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
116,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,07B50,,07B60,한국투자미국배당귀족증권자투자신탁(채권혼합)(C-R),03V90,07B50,07B60,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
117,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,07B50,,07B61,한국투자미국배당귀족증권자투자신탁(채권혼합)(C-Re),03V90,07B50,07B61,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
118,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,07B50,,07B62,한국투자미국배당귀족증권자투자신탁(채권혼합)(C-W),03V90,07B50,07B62,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
119,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,07B67,한국투자미국배당귀족증권자투자신탁(주식혼합)(모),07B68,한국투자미국배당귀족증권자투자신탁(주식혼합)(A),03V90,07B67,07B68,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
120,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,07B67,,07B69,한국투자미국배당귀족증권자투자신탁(주식혼합)(A-e),03V90,07B67,07B69,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
121,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,07B67,,07B71,한국투자미국배당귀족증권자투자신탁(주식혼합)(C),03V90,07B67,07B71,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
122,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,07B67,,07B72,한국투자미국배당귀족증권자투자신탁(주식혼합)(C-e),03V90,07B67,07B72,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
123,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,07B67,,07B76,한국투자미국배당귀족증권자투자신탁(주식혼합)(C-Pe),03V90,07B67,07B76,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
124,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,66,07W02,한국투자베트남주식35증권자투자신탁(채권혼합)(모),07W06,한국투자베트남주식35증권자투자신탁(채권혼합)(C-e),03V90,07W02,07W06,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
125,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,07W02,,07W09,한국투자베트남주식35증권자투자신탁(채권혼합)(C-W),03V90,07W02,07W09,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
126,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,20,09G48,한국투자글로벌브랜드파워증권자투자신탁(주식혼합)(모),09G49,한국투자글로벌브랜드파워증권자투자신탁(주식혼합)(A),03V90,09G48,09G49,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
127,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,09G48,,09G50,한국투자글로벌브랜드파워증권자투자신탁(주식혼합)(A-e),03V90,09G48,09G50,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
128,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,09G48,,09G51,한국투자글로벌브랜드파워증권자투자신탁(주식혼합)(C),03V90,09G48,09G51,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
129,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,09G48,,09G52,한국투자글로벌브랜드파워증권자투자신탁(주식혼합)(C-e),03V90,09G48,09G52,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
130,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권),,,09G48,,09G54,한국투자글로벌브랜드파워증권자투자신탁(주식혼합)(C-W),03V90,09G48,09G54,X,X,X,03V90,한국투자크레딧포커스ESG증권모투자신탁(채권)
131,04D05,한국투자이머징마켓증권모투자신탁(채권),설정,100,04D09,한국투자이머징마켓증권자투자신탁UH(채권)(모),10157,한국투자이머징마켓증권자투자신탁UH(채권)(A),04D05,04D09,10157,X,X,X,04D05,한국투자이머징마켓증권모투자신탁(채권)
132,04D05,한국투자이머징마켓증권모투자신탁(채권),해지,100,04D09,한국투자이머징마켓증권자투자신탁UH(채권)(모),10157,한국투자이머징마켓증권자투자신탁UH(채권)(A),04D05,04D09,10157,X,X,X,04D05,한국투자이머징마켓증권모투자신탁(채권)
133,04D05,한국투자이머징마켓증권모투자신탁(채권),공통,100,04D38,한국투자이머징마켓월지급식증권자투자신탁1호(채권)(모),04D39,한국투자이머징마켓월지급식증권자투자신탁1호(채권)(C),04D05,04D38,04D39,X,X,X,04D05,한국투자이머징마켓증권모투자신탁(채권)
134,04F07,한국투자달러표시중국채권증권모투자신탁(채권),설정,100,04F02,한국투자달러표시중국채권증권자투자신탁(채권)(모),04F03,한국투자달러표시중국채권증권자투자신탁(채권)(A),04F07,04F02,04F03,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
135,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,04F04,한국투자달러표시중국채권증권자투자신탁(채권)(C),04F07,04F02,04F04,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
136,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,04F05,한국투자달러표시중국채권증권자투자신탁(채권)(C-F),04F07,04F02,04F05,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
137,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,04F06,한국투자달러표시중국채권증권자투자신탁(채권)(C-W),04F07,04F02,04F06,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
138,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,04F08,한국투자달러표시중국채권증권자투자신탁(채권)(S),04F07,04F02,04F08,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
139,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,04F10,한국투자달러표시중국채권증권자투자신탁(채권)(C-P),04F07,04F02,04F10,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
140,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,04F11,한국투자달러표시중국채권증권자투자신탁(채권)(C-Pe),04F07,04F02,04F11,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
141,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,04F12,한국투자달러표시중국채권증권자투자신탁(채권)(S-P),04F07,04F02,04F12,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
142,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,05B35,한국투자달러표시중국채권증권자투자신탁(채권)(A-e),04F07,04F02,05B35,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
143,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,05B36,한국투자달러표시중국채권증권자투자신탁(채권)(C-e),04F07,04F02,05B36,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
144,04F07,한국투자달러표시중국채권증권모투자신탁(채권),해지,100,04F02,한국투자달러표시중국채권증권자투자신탁(채권)(모),04F03,한국투자달러표시중국채권증권자투자신탁(채권)(A),04F07,04F02,04F03,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
145,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,04F04,한국투자달러표시중국채권증권자투자신탁(채권)(C),04F07,04F02,04F04,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
146,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,04F05,한국투자달러표시중국채권증권자투자신탁(채권)(C-F),04F07,04F02,04F05,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
147,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,04F06,한국투자달러표시중국채권증권자투자신탁(채권)(C-W),04F07,04F02,04F06,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
148,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,04F08,한국투자달러표시중국채권증권자투자신탁(채권)(S),04F07,04F02,04F08,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
149,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,04F10,한국투자달러표시중국채권증권자투자신탁(채권)(C-P),04F07,04F02,04F10,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
150,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,04F11,한국투자달러표시중국채권증권자투자신탁(채권)(C-Pe),04F07,04F02,04F11,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
151,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,04F12,한국투자달러표시중국채권증권자투자신탁(채권)(S-P),04F07,04F02,04F12,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
152,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,05B35,한국투자달러표시중국채권증권자투자신탁(채권)(A-e),04F07,04F02,05B35,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
153,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,04F02,,05B36,한국투자달러표시중국채권증권자투자신탁(채권)(C-e),04F07,04F02,05B36,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
154,04F07,한국투자달러표시중국채권증권모투자신탁(채권),설정,100,04F14,한국투자퇴직연금달러표시중국채권증권자투자신탁(채권)(모),04F15,한국투자퇴직연금달러표시중국채권증권자투자신탁(채권)(C),04F07,04F14,04F15,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
155,04F07,한국투자달러표시중국채권증권모투자신탁(채권),해지,100,04F14,한국투자퇴직연금달러표시중국채권증권자투자신탁(채권)(모),04F15,한국투자퇴직연금달러표시중국채권증권자투자신탁(채권)(C),04F07,04F14,04F15,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
156,04F07,한국투자달러표시중국채권증권모투자신탁(채권),설정,100,05F74,한국투자재형달러표시중국채권증권자투자신탁2호(채권),,,04F07,05F74,,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
157,04F07,한국투자달러표시중국채권증권모투자신탁(채권),해지,100,05F74,한국투자재형달러표시중국채권증권자투자신탁2호(채권),,,04F07,05F74,,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
158,04F07,한국투자달러표시중국채권증권모투자신탁(채권),설정,100,05F75,한국투자재형달러표시중국채권증권자투자신탁3호(채권),,,04F07,05F75,,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
159,04F07,한국투자달러표시중국채권증권모투자신탁(채권),해지,100,05F75,한국투자재형달러표시중국채권증권자투자신탁3호(채권),,,04F07,05F75,,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
160,04F07,한국투자달러표시중국채권증권모투자신탁(채권),공통,100,05F77,한국투자재형달러표시중국채권증권자투자신탁(채권),,,04F07,05F77,,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
161,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,40,05W07,한국투자아시아플러스증권자투자신탁(채권)(모),05W08,한국투자아시아플러스증권자투자신탁(채권)(A),04F07,05W07,05W08,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
162,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,05W07,,05W10,한국투자아시아플러스증권자투자신탁(채권)(A-e),04F07,05W07,05W10,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
163,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,05W07,,05W11,한국투자아시아플러스증권자투자신탁(채권)(C),04F07,05W07,05W11,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
164,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,05W07,,05W12,한국투자아시아플러스증권자투자신탁(채권)(C-F),04F07,05W07,05W12,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
165,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,05W07,,05W18,한국투자아시아플러스증권자투자신탁(채권)(C-W),04F07,05W07,05W18,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
166,04F07,한국투자달러표시중국채권증권모투자신탁(채권),,,05W07,,05W19,한국투자아시아플러스증권자투자신탁(채권)(C-e),04F07,05W07,05W19,X,X,X,04F07,한국투자달러표시중국채권증권모투자신탁(채권)
167,05F28,한국투자베어링하이일드증권모투자신탁(채권-재간접형),설정,100,05F35,한국투자베어링하이일드증권자투자신탁UH(채권-재간접형)(모),05F36,한국투자베어링하이일드증권자투자신탁UH(채권-재간접형)(A),05F28,05F35,05F36,X,X,X,05F28,한국투자베어링하이일드증권모투자신탁(채권-재간접형)
168,05F28,한국투자베어링하이일드증권모투자신탁(채권-재간접형),,,05F35,,05F37,한국투자베어링하이일드증권자투자신탁UH(채권-재간접형)(C),05F28,05F35,05F37,X,X,X,05F28,한국투자베어링하이일드증권모투자신탁(채권-재간접형)
169,05F28,한국투자베어링하이일드증권모투자신탁(채권-재간접형),해지,0,05F35,한국투자베어링하이일드증권자투자신탁UH(채권-재간접형)(모),05F36,한국투자베어링하이일드증권자투자신탁UH(채권-재간접형)(A),05F28,05F35,05F36,X,X,X,05F28,한국투자베어링하이일드증권모투자신탁(채권-재간접형)
170,05F28,한국투자베어링하이일드증권모투자신탁(채권-재간접형),,,05F35,,05F37,한국투자베어링하이일드증권자투자신탁UH(채권-재간접형)(C),05F28,05F35,05F37,X,X,X,05F28,한국투자베어링하이일드증권모투자신탁(채권-재간접형)
171,05W05,한국투자아시아플러스ex-China증권모투자신탁(채권),공통,60,05W07,한국투자아시아플러스증권자투자신탁(채권)(모),05W08,한국투자아시아플러스증권자투자신탁(채권)(A),05W05,05W07,05W08,X,X,X,05W05,한국투자아시아플러스ex-China증권모투자신탁(채권)
172,05W05,한국투자아시아플러스ex-China증권모투자신탁(채권),,,05W07,,05W10,한국투자아시아플러스증권자투자신탁(채권)(A-e),05W05,05W07,05W10,X,X,X,05W05,한국투자아시아플러스ex-China증권모투자신탁(채권)
173,05W05,한국투자아시아플러스ex-China증권모투자신탁(채권),,,05W07,,05W11,한국투자아시아플러스증권자투자신탁(채권)(C),05W05,05W07,05W11,X,X,X,05W05,한국투자아시아플러스ex-China증권모투자신탁(채권)
174,05W05,한국투자아시아플러스ex-China증권모투자신탁(채권),,,05W07,,05W12,한국투자아시아플러스증권자투자신탁(채권)(C-F),05W05,05W07,05W12,X,X,X,05W05,한국투자아시아플러스ex-China증권모투자신탁(채권)
175,05W05,한국투자아시아플러스ex-China증권모투자신탁(채권),,,05W07,,05W18,한국투자아시아플러스증권자투자신탁(채권)(C-W),05W05,05W07,05W18,X,X,X,05W05,한국투자아시아플러스ex-China증권모투자신탁(채권)
176,05W05,한국투자아시아플러스ex-China증권모투자신탁(채권),,,05W07,,05W19,한국투자아시아플러스증권자투자신탁(채권)(C-e),05W05,05W07,05W19,X,X,X,05W05,한국투자아시아플러스ex-China증권모투자신탁(채권)
177,06G26,한국투자스마트코리아증권모투자신탁(채권),공통,100,02475,한국투자장기주택마련증권자투자신탁1호(채권),,,06G26,02475,,X,X,X,06G26,한국투자스마트코리아증권모투자신탁(채권)
178,06G26,한국투자스마트코리아증권모투자신탁(채권),,,06G10,한국투자골드플랜연금증권전환형자투자신탁1호(채권)(모),03556,한국투자골드플랜연금증권전환형자투자신탁1호(채권)(C),06G26,06G10,03556,X,X,X,06G26,한국투자스마트코리아증권모투자신탁(채권)
179,06G26,한국투자스마트코리아증권모투자신탁(채권),,,06G10,,05A94,한국투자골드플랜연금증권전환형자투자신탁1호(채권)(C-e),06G26,06G10,05A94,X,X,X,06G26,한국투자스마트코리아증권모투자신탁(채권)
180,06G26,한국투자스마트코리아증권모투자신탁(채권),,,06G10,,06G12,한국투자골드플랜연금증권전환형자투자신탁1호(채권)(S-P),06G26,06G10,06G12,X,X,X,06G26,한국투자스마트코리아증권모투자신탁(채권)
181,06G26,한국투자스마트코리아증권모투자신탁(채권),,,06G10,,06G32,한국투자골드플랜연금증권전환형자투자신탁1호(채권)(C-F),06G26,06G10,06G32,X,X,X,06G26,한국투자스마트코리아증권모투자신탁(채권)
182,06G26,한국투자스마트코리아증권모투자신탁(채권),,,06G10,,06G33,한국투자골드플랜연금증권전환형자투자신탁1호(채권)(C-RJ),06G26,06G10,06G33,X,X,X,06G26,한국투자스마트코리아증권모투자신탁(채권)
183,06G27,한국투자마스터증권모투자신탁(국공채),공통,100,02X59,한국투자마스터증권자투자신탁1호(국공채)(모),01778,한국투자마스터증권자투자신탁1호(국공채)(C),06G27,02X59,01778,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
184,06G27,한국투자마스터증권모투자신탁(국공채),,,02X59,,04D32,한국투자마스터증권자투자신탁1호(국공채)(C-F),06G27,02X59,04D32,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
185,06G27,한국투자마스터증권모투자신탁(국공채),,,02X59,,05B92,한국투자마스터증권자투자신탁1호(국공채)(C-W),06G27,02X59,05B92,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
186,06G27,한국투자마스터증권모투자신탁(국공채),,,02X59,,06G13,한국투자마스터증권자투자신탁1호(국공채)(S),06G27,02X59,06G13,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
187,06G27,한국투자마스터증권모투자신탁(국공채),,80.5,04N27,한국투자롱텀밸류20증권자투자신탁(채권혼합)(모),04N30,한국투자롱텀밸류20증권자투자신탁(채권혼합)(C),06G27,04N27,04N30,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
188,06G27,한국투자마스터증권모투자신탁(국공채),,10,05W74,한국투자중기우량채증권자투자신탁(채권)(모),05W75,한국투자중기우량채증권자투자신탁(채권)(A),06G27,05W74,05W75,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
189,06G27,한국투자마스터증권모투자신탁(국공채),,,05W74,,05W76,한국투자중기우량채증권자투자신탁(채권)(A-e),06G27,05W74,05W76,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
190,06G27,한국투자마스터증권모투자신탁(국공채),,,05W74,,05W78,한국투자중기우량채증권자투자신탁(채권)(C),06G27,05W74,05W78,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
191,06G27,한국투자마스터증권모투자신탁(국공채),,,05W74,,05W79,한국투자중기우량채증권자투자신탁(채권)(C-e),06G27,05W74,05W79,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
192,06G27,한국투자마스터증권모투자신탁(국공채),,,05W74,,05W80,한국투자중기우량채증권자투자신탁(채권)(C-F),06G27,05W74,05W80,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
193,06G27,한국투자마스터증권모투자신탁(국공채),,,05W74,,05W84,한국투자중기우량채증권자투자신탁(채권)(C-R),06G27,05W74,05W84,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
194,06G27,한국투자마스터증권모투자신탁(국공채),,,05W74,,05W85,한국투자중기우량채증권자투자신탁(채권)(C-Re),06G27,05W74,05W85,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
195,06G27,한국투자마스터증권모투자신탁(국공채),,,05W74,,05W87,한국투자중기우량채증권자투자신탁(채권)(S),06G27,05W74,05W87,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
196,06G27,한국투자마스터증권모투자신탁(국공채),,,05W74,,05W88,한국투자중기우량채증권자투자신탁(채권)(S-P),06G27,05W74,05W88,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
197,06G27,한국투자마스터증권모투자신탁(국공채),,100,06G41,한국투자퇴직연금마스터단기증권자투자신탁(국공채)(모),06G42,한국투자퇴직연금마스터단기증권자투자신탁(국공채)(C),06G27,06G41,06G42,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
198,06G27,한국투자마스터증권모투자신탁(국공채),,,10011,한국투자퇴직증권자투자신탁1호(채권),,,06G27,10011,,X,X,X,06G27,한국투자마스터증권모투자신탁(국공채)
199,07203,개인연금채권혼합모신탁,공통,100,00151,개인연금1호공사채투자신탁,,,07203,00151,,X,X,X,07203,개인연금채권혼합모신탁
200,07203,개인연금채권혼합모신탁,,,00152,개인연금2호공사채투자신탁,,,07203,00152,,X,X,X,07203,개인연금채권혼합모신탁
201,07203,개인연금채권혼합모신탁,,,00153,개인연금3호공사채투자신탁,,,07203,00153,,X,X,X,07203,개인연금채권혼합모신탁
202,07203,개인연금채권혼합모신탁,,,00154,개인연금4호공사채투자신탁,,,07203,00154,,X,X,X,07203,개인연금채권혼합모신탁
203,07203,개인연금채권혼합모신탁,,,00155,개인연금5호공사채투자신탁,,,07203,00155,,X,X,X,07203,개인연금채권혼합모신탁
204,07203,개인연금채권혼합모신탁,,,00156,개인연금6호공사채투자신탁,,,07203,00156,,X,X,X,07203,개인연금채권혼합모신탁
205,07203,개인연금채권혼합모신탁,,,09261,SE개인연금공사채투자신탁1호,,,07203,09261,,X,X,X,07203,개인연금채권혼합모신탁
206,07213,일반적립식채권모신탁,공통,0,07342,W개인연금주식2호,,,07213,07342,,X,X,X,07213,일반적립식채권모신탁
207,07213,일반적립식채권모신탁,,,07343,W개인연금주식3호,,,07213,07343,,X,X,X,07213,일반적립식채권모신탁
208,07213,일반적립식채권모신탁,,100,07344,W개인연금주식4호,,,07213,07344,,X,X,X,07213,일반적립식채권모신탁
209,07213,일반적립식채권모신탁,,,07527,D개인연금주식1,,,07213,07527,,X,X,X,07213,일반적립식채권모신탁
210,07213,일반적립식채권모신탁,,,07528,D개인연금주식2,,,07213,07528,,X,X,X,07213,일반적립식채권모신탁
211,07213,일반적립식채권모신탁,,,07529,D개인연금주식3,,,07213,07529,,X,X,X,07213,일반적립식채권모신탁
212,07213,일반적립식채권모신탁,,,07530,D개인연금주식4,,,07213,07530,,X,X,X,07213,일반적립식채권모신탁
213,07213,일반적립식채권모신탁,,,07531,D개인연금주식5,,,07213,07531,,X,X,X,07213,일반적립식채권모신탁
214,07213,일반적립식채권모신탁,,,07532,D개인연금주식6,,,07213,07532,,X,X,X,07213,일반적립식채권모신탁
215,07213,일반적립식채권모신탁,,0,07545,D근로자우대주식,,,07213,07545,,X,X,X,07213,일반적립식채권모신탁
216,07213,일반적립식채권모신탁,,,07857,D노후연금주식A9,,,07213,07857,,X,X,X,07213,일반적립식채권모신탁
217,07213,일반적립식채권모신탁,,,07877,D신세금3주식D1,,,07213,07877,,X,X,X,07213,일반적립식채권모신탁
218,07213,일반적립식채권모신탁,,100,07885,D21개인연금주식1,,,07213,07885,,X,X,X,07213,일반적립식채권모신탁
219,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형),공통,0,07A25,한국투자글로벌플렉스증권자투자신탁(채권혼합-재간접형)(모),07A26,한국투자글로벌플렉스증권자투자신탁(채권혼합-재간접형)(A),07B83,07A25,07A26,X,X,X,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형)
220,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형),,,07A25,,07A27,한국투자글로벌플렉스증권자투자신탁(채권혼합-재간접형)(A-e),07B83,07A25,07A27,X,X,X,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형)
221,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형),,,07A25,,07A28,한국투자글로벌플렉스증권자투자신탁(채권혼합-재간접형)(C),07B83,07A25,07A28,X,X,X,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형)
222,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형),,,07A25,,07A29,한국투자글로벌플렉스증권자투자신탁(채권혼합-재간접형)(C-e),07B83,07A25,07A29,X,X,X,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형)
223,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형),,,07A25,,07A31,한국투자글로벌플렉스증권자투자신탁(채권혼합-재간접형)(C-P),07B83,07A25,07A31,X,X,X,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형)
224,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형),,,07A25,,07A32,한국투자글로벌플렉스증권자투자신탁(채권혼합-재간접형)(C-Pe),07B83,07A25,07A32,X,X,X,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형)
225,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형),,,07A25,,07A33,한국투자글로벌플렉스증권자투자신탁(채권혼합-재간접형)(C-W),07B83,07A25,07A33,X,X,X,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형)
226,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형),,,07A25,,07A34,한국투자글로벌플렉스증권자투자신탁(채권혼합-재간접형)(S),07B83,07A25,07A34,X,X,X,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형)
227,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형),,,07A25,,07A35,한국투자글로벌플렉스증권자투자신탁(채권혼합-재간접형)(S-P),07B83,07A25,07A35,X,X,X,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형)
228,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형),,,07A25,,07A38,한국투자글로벌플렉스증권자투자신탁(채권혼합-재간접형)(C-R),07B83,07A25,07A38,X,X,X,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형)
229,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형),,,07A25,,07A39,한국투자글로벌플렉스증권자투자신탁(채권혼합-재간접형)(C-Re),07B83,07A25,07A39,X,X,X,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형)
230,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형),,,07A25,,07A40,한국투자글로벌플렉스증권자투자신탁(채권혼합-재간접형)(S-R),07B83,07A25,07A40,X,X,X,07B83,한국투자글로벌플렉스증권모투자신탁(USD)(채권혼합-재간접형)
